Year,Period,Likes,Comments,Replies,Retweets,Impressions,Engagements,Engagement_rate,Reach,EngagedUsers,TotalPageLikes,NewPageLikes,PageUnlike,URLclicks,Days,EngagementSP,EngagementCP,Target
2019,07-Jul-19,225,99,876,427,7116,8264,116.1326588,713,4255,75,2420,110,836,Sunday,35,64,10
2019,08-Jul-19,837,20,413,146,7791,4964,63.71454242,738,2621,79,2369,180,771,Monday,36,20,10
2019,09-Jul-19,307,74,719,306,9880,5878,59.49392713,942,4658,127,1921,374,687,Tuesday,69,94,10
2019,10-Jul-19,469,42,687,500,7351,5427,73.82669025,251,3475,679,517,492,335,Wednesday,23,20,10
2019,11-Jul-19,501,54,449,340,9319,6405,68.73055049,395,2269,671,3787,222,499,Thursday,11,52,10
2019,12-Jul-19,597,60,432,438,5607,3268,58.2842875,163,6266,661,1429,858,938,Friday,10,96,10
2019,13-Jul-19,515,98,948,205,8481,2892,34.09975239,218,1690,168,1205,689,571,Saturday,24,24,10
2019,14-Jul-19,991,31,608,453,8675,6379,73.53314121,467,6194,915,4402,852,80,Sunday,73,67,10
2019,15-Jul-19,186,26,226,322,6282,3635,57.86373766,460,9169,314,3100,321,740,Monday,35,24,10
2019,16-Jul-19,554,57,178,364,2154,1436,66.66666667,848,7031,78,1954,359,46,Tuesday,16,15,10
2019,17-Jul-19,662,72,216,300,2809,5635,200.6051976,379,6182,509,550,516,514,Wednesday,88,56,10
2019,18-Jul-19,925,82,394,373,3689,3277,88.8316617,285,4664,323,1952,383,37,Thursday,56,70,10
2019,19-Jul-19,957,45,456,247,3174,5377,169.4076875,728,4472,663,197,791,762,Friday,55,32,10
2019,20-Jul-19,431,58,451,291,1195,8712,729.0376569,790,8722,624,563,495,654,Saturday,20,12,10
2019,21-Jul-19,197,27,228,193,5279,1710,32.39249858,856,8940,712,1952,533,460,Sunday,48,50,10
2019,22-Jul-19,616,41,354,134,2341,1830,78.17172149,589,6543,911,1010,658,609,Monday,90,25,10
2019,23-Jul-19,386,48,249,106,7554,1376,18.21551496,733,1173,927,1808,532,912,Tuesday,70,23,10
2019,24-Jul-19,157,79,402,478,5967,6450,108.0945199,657,4094,118,3858,881,375,Wednesday,21,20,10
2019,25-Jul-19,630,11,537,285,7461,4162,55.78340705,280,4382,949,4745,705,375,Thursday,31,71,10
2019,26-Jul-19,465,44,774,197,8368,7974,95.291587,832,6946,897,218,447,233,Friday,32,23,10
2019,27-Jul-19,345,95,176,212,4806,9600,199.7503121,291,8673,63,1428,540,195,Saturday,38,13,10
2019,28-Jul-19,133,80,362,454,5337,6981,130.8038224,956,1311,898,3178,806,100,Sunday,76,31,10
2019,29-Jul-19,610,35,754,393,3092,4357,140.912031,819,9334,336,1603,92,178,Monday,70,59,10
2019,30-Jul-19,155,65,858,478,1772,2163,122.0654628,454,4109,664,1180,118,802,Tuesday,32,61,10
2019,31-Jul-19,860,77,679,397,3473,8761,252.2602937,802,2643,959,1736,572,499,Wednesday,31,87,10
2019,01-Aug-19,997,67,942,215,2384,1764,73.99328859,951,6288,394,547,218,936,Thursday,76,45,10
2019,02-Aug-19,986,25,892,237,2881,2917,101.2495661,123,5986,332,2375,791,616,Friday,88,26,10
2019,03-Aug-19,273,44,855,392,7758,2849,36.72338232,673,7953,390,1009,192,12,Saturday,96,23,10
2019,04-Aug-19,826,60,718,447,6897,1129,16.36943599,724,4463,144,4289,940,869,Sunday,60,29,10
2019,05-Aug-19,986,81,664,489,8710,3418,39.24225029,637,8867,383,1016,250,974,Monday,17,56,10
2019,06-Aug-19,821,84,495,395,5688,6087,107.0147679,939,6103,272,3970,251,927,Tuesday,11,11,10
2019,07-Aug-19,316,60,131,376,9476,3370,35.56352892,133,6056,419,2621,82,752,Wednesday,28,95,10
2019,08-Aug-19,696,44,587,359,8940,6814,76.21923937,450,8812,630,1575,998,126,Thursday,35,87,10
2019,09-Aug-19,274,83,481,183,9097,6931,76.18995273,379,5528,163,4264,740,897,Friday,13,86,10
2019,10-Aug-19,339,46,267,107,6586,3814,57.91071971,538,3482,316,551,882,759,Saturday,64,94,10
2019,11-Aug-19,914,69,722,386,5359,7487,139.7089009,526,9460,368,3054,12,364,Sunday,75,60,10
2019,12-Aug-19,755,38,120,215,5284,9285,175.7191522,607,2721,80,2250,47,864,Monday,13,59,10
2019,13-Aug-19,508,90,961,425,9912,5447,54.95359161,696,4906,906,1712,227,757,Tuesday,10,16,10
2019,14-Aug-19,450,73,958,312,5368,6408,119.3740686,637,7035,632,933,382,107,Wednesday,67,62,10
2019,15-Aug-19,954,43,949,179,5817,2665,45.81399347,164,4786,309,1491,717,331,Thursday,56,16,10
2019,16-Aug-19,519,39,625,448,8861,4479,50.54734229,506,9405,957,448,359,600,Friday,66,65,10
2019,17-Aug-19,713,49,296,208,3534,8802,249.0662139,570,5989,175,2919,683,99,Saturday,38,12,10
2019,18-Aug-19,180,17,367,196,6207,7287,117.39971,194,7878,30,769,673,146,Sunday,36,46,10
2019,19-Aug-19,264,81,356,494,5974,9687,162.1526615,875,7168,133,4863,440,427,Monday,84,17,10
2019,20-Aug-19,402,27,121,326,8849,2958,33.42750593,648,8977,128,171,670,79,Tuesday,26,66,10
2019,21-Aug-19,161,52,636,382,7773,9757,125.5242506,858,8305,222,1183,73,157,Wednesday,95,50,10
2019,22-Aug-19,823,29,754,383,5035,9720,193.0486594,655,5175,781,2991,225,113,Thursday,56,19,10
2019,23-Aug-19,418,58,873,459,6326,1457,23.03193171,775,3466,201,4953,479,985,Friday,97,99,10
2019,24-Aug-19,764,28,804,112,8120,4738,58.34975369,538,9419,538,3896,383,909,Saturday,66,20,10
2019,25-Aug-19,530,31,951,465,3435,2314,67.36535662,681,1056,788,716,28,768,Sunday,49,78,10
2019,26-Aug-19,197,46,707,382,2978,7174,240.8999328,275,4171,292,3281,524,199,Monday,75,77,10
2019,27-Aug-19,830,75,953,363,7659,4151,54.19767594,108,9867,318,2918,985,613,Tuesday,89,48,10
2019,28-Aug-19,927,58,180,449,9079,8068,88.86441238,628,1107,538,3266,129,181,Wednesday,89,16,10
2019,29-Aug-19,740,64,961,124,8382,2773,33.08279647,721,8507,298,1030,454,482,Thursday,88,96,10
2019,30-Aug-19,995,71,811,449,7967,4832,60.650182,419,2536,373,220,810,320,Friday,76,59,10
2019,31-Aug-19,717,42,345,314,2964,5231,176.4844804,169,8402,707,3445,730,822,Saturday,89,73,10
2019,01-Sep-19,831,20,482,287,4801,2509,52.25994584,107,4911,684,2566,886,693,Sunday,15,61,10
2019,02-Sep-19,424,65,575,173,6142,1458,23.73819603,769,4554,957,3582,323,776,Monday,94,97,10
2019,03-Sep-19,180,87,231,411,8026,2881,35.89583852,428,7255,467,3031,51,726,Tuesday,75,68,10
2019,04-Sep-19,874,24,577,341,6537,7068,108.1229922,557,7303,944,544,564,683,Wednesday,11,30,10
2019,05-Sep-19,760,16,593,450,9820,9830,100.101833,709,1791,294,3050,358,944,Thursday,69,44,10
2019,06-Sep-19,443,48,467,183,2950,3144,106.5762712,349,6807,595,4658,434,882,Friday,22,28,10
2019,07-Sep-19,101,82,434,272,2752,9955,361.7369186,740,5804,571,4464,943,956,Saturday,72,10,10
2019,08-Sep-19,597,17,719,228,4272,5880,137.6404494,661,2701,887,2266,313,72,Sunday,94,75,10
2019,09-Sep-19,451,84,571,156,9492,2808,29.58280657,427,3315,902,3541,161,643,Monday,10,19,10
2019,10-Sep-19,504,76,776,225,6467,2695,41.67310963,820,3263,299,1815,920,516,Tuesday,53,30,10
2019,11-Sep-19,895,25,593,286,6370,8466,132.9042386,506,6522,709,3340,310,21,Wednesday,72,68,10
2019,12-Sep-19,665,83,782,338,9294,5124,55.13234345,701,6044,718,2968,732,316,Thursday,57,11,10
2019,13-Sep-19,649,15,592,292,8861,2609,29.44362939,157,9258,880,4276,375,876,Friday,85,55,10
2019,14-Sep-19,900,59,944,375,7377,4447,60.28195744,199,2558,723,2789,838,561,Saturday,98,85,10
2019,15-Sep-19,385,84,987,155,1023,7186,702.4437928,703,5596,839,1611,96,936,Sunday,37,11,10
2019,16-Sep-19,869,98,602,294,8332,7687,92.2587614,463,8589,871,2905,664,242,Monday,23,77,10
2019,17-Sep-19,554,50,415,253,7020,4339,61.80911681,273,5993,721,4533,923,893,Tuesday,13,70,10
2019,18-Sep-19,548,38,408,350,8171,2646,32.38281728,512,3555,610,4995,784,352,Wednesday,47,32,10
2019,19-Sep-19,429,84,585,121,3366,5040,149.7326203,802,7017,719,1006,817,655,Thursday,23,80,10
2019,20-Sep-19,143,64,221,281,9200,3562,38.7173913,229,7181,462,3053,452,498,Friday,63,35,10
2019,21-Sep-19,568,36,378,228,6554,3291,50.21361001,891,9392,355,1088,799,81,Saturday,96,35,10
2019,22-Sep-19,637,78,913,201,6750,2903,43.00740741,681,9659,815,1340,906,962,Sunday,30,31,10
2019,23-Sep-19,229,74,777,244,6970,3101,44.49067432,711,2927,754,4263,787,334,Monday,63,41,10
2019,24-Sep-19,940,47,567,211,3515,2415,68.70554765,276,8846,973,2376,758,895,Tuesday,94,42,10
2019,25-Sep-19,691,39,222,494,8707,2059,23.64763983,996,3971,340,1328,627,43,Wednesday,45,43,10
2019,26-Sep-19,131,89,260,217,1096,4314,393.6131387,788,1176,822,1291,362,521,Thursday,42,53,10
2019,27-Sep-19,591,18,175,241,7571,8023,105.9701493,702,1358,675,2719,930,884,Friday,33,22,10
2019,28-Sep-19,757,90,382,260,9989,3763,37.67143858,755,2059,789,415,325,902,Saturday,74,45,10
2019,29-Sep-19,134,69,372,445,7812,7111,91.0266257,904,7771,841,2179,348,230,Sunday,91,37,10
2019,30-Sep-19,951,47,402,434,3697,9792,264.8634028,558,1276,721,1528,697,917,Monday,66,79,10
2019,01-Oct-19,587,56,162,424,9657,5700,59.02454178,441,6505,811,4208,851,327,Tuesday,60,38,10
2019,02-Oct-19,724,36,637,416,1844,4445,241.0520607,604,8850,744,1579,42,16,Wednesday,98,51,10
2019,03-Oct-19,270,71,964,436,4415,9182,207.9728199,297,6409,558,2779,636,700,Thursday,15,73,10
2019,04-Oct-19,990,52,276,475,7584,5544,73.10126582,109,8729,491,2350,525,784,Friday,41,69,10
2019,05-Oct-19,837,10,923,246,9549,1714,17.94952351,527,5076,652,4458,168,416,Saturday,73,15,10
2019,06-Oct-19,720,52,109,333,9888,3653,36.94377023,756,4494,25,3153,738,554,Sunday,38,32,10
2019,07-Oct-19,636,15,489,237,5109,3778,73.94793502,509,7802,905,2989,303,603,Monday,46,24,10
2019,08-Oct-19,631,99,499,362,4021,6196,154.0910221,488,5954,837,3139,945,311,Tuesday,90,96,10
2019,09-Oct-19,496,78,721,251,4280,3208,74.95327103,981,8087,109,402,61,750,Wednesday,46,47,10
2019,10-Oct-19,494,25,874,238,1205,7006,581.4107884,809,9030,645,2142,431,50,Thursday,46,42,10
2019,11-Oct-19,792,89,704,401,7992,3380,42.29229229,946,5014,588,4348,549,518,Friday,64,22,10
2019,12-Oct-19,337,62,973,110,3664,1438,39.24672489,375,1756,237,2733,974,235,Saturday,24,78,10
2019,13-Oct-19,402,56,771,386,8984,5210,57.99198575,976,9894,990,3777,747,677,Sunday,59,77,10
2019,14-Oct-19,560,70,929,138,7139,4239,59.37806415,632,1458,120,2539,111,368,Monday,79,51,10
2019,15-Oct-19,659,41,764,499,6359,1287,20.23903129,822,4184,180,1355,654,402,Tuesday,75,77,10
2019,16-Oct-19,874,24,504,248,2738,7164,261.65084,349,8237,691,4001,28,728,Wednesday,16,80,10
2019,17-Oct-19,571,33,414,251,7301,1850,25.33899466,451,7970,643,1414,51,858,Thursday,81,43,10
2019,18-Oct-19,608,63,925,376,5935,4174,70.32855939,880,7907,838,2288,104,542,Friday,80,89,10
2019,19-Oct-19,369,86,963,147,6503,6023,92.61879133,500,7155,945,1207,882,14,Saturday,27,14,10
2019,20-Oct-19,320,12,624,345,1015,8580,845.320197,101,7330,983,4945,908,442,Sunday,97,90,10
2019,21-Oct-19,921,11,720,101,7880,7039,89.32741117,569,7322,957,2510,621,667,Monday,93,16,10
2019,22-Oct-19,605,70,865,234,9347,2564,27.43126137,345,9996,968,3535,165,149,Tuesday,66,51,10
2019,23-Oct-19,276,83,794,407,1134,2236,197.1781305,648,4413,258,3073,647,642,Wednesday,66,40,10
2019,24-Oct-19,114,100,751,116,7518,1825,24.27507316,742,1152,64,4471,320,430,Thursday,89,22,10
2019,25-Oct-19,694,82,160,179,8527,7684,90.1137563,277,9224,509,3382,483,871,Friday,84,47,10
2019,26-Oct-19,736,32,900,158,8392,9784,116.5872259,364,6430,796,4105,347,810,Saturday,14,56,10
2019,27-Oct-19,758,10,977,292,2918,4316,147.9095271,181,3796,814,4435,279,411,Sunday,84,60,10
2019,28-Oct-19,331,12,336,332,7391,8145,110.2015965,761,7721,639,2400,25,978,Monday,18,60,10
2019,29-Oct-19,440,69,613,314,2618,7229,276.1268144,797,2535,939,4453,866,858,Tuesday,68,68,10
2019,30-Oct-19,760,96,389,282,2737,9830,359.1523566,959,1015,961,1228,738,269,Wednesday,47,66,10
2019,31-Oct-19,299,32,112,248,5805,8072,139.0525409,699,1729,342,2783,643,305,Thursday,39,43,10
2019,01-Nov-19,591,81,277,177,8679,2427,27.96405116,902,9000,162,748,793,156,Friday,64,68,10
2019,02-Nov-19,203,36,830,170,2807,4445,158.3541147,250,5557,104,1437,836,981,Saturday,25,68,10
2019,03-Nov-19,303,37,537,474,9022,9018,99.95566393,657,6461,181,4004,689,687,Sunday,69,22,10
2019,04-Nov-19,739,77,805,320,8648,6644,76.82701203,110,3045,517,2841,358,97,Monday,31,19,10
2019,05-Nov-19,274,57,982,283,9867,4941,50.07601095,663,6662,569,206,539,18,Tuesday,65,16,10
2019,06-Nov-19,102,65,391,298,2099,1594,75.94092425,162,3065,755,2437,321,674,Wednesday,64,77,10
2019,07-Nov-19,774,75,511,367,4665,3956,84.8017149,703,4642,353,1242,757,638,Thursday,95,22,10
2019,08-Nov-19,744,54,176,491,1663,5688,342.0324714,785,9626,431,342,808,589,Friday,37,69,10
2019,09-Nov-19,907,90,486,467,7351,1642,22.33709699,889,9495,281,3562,109,599,Saturday,79,78,10
2019,10-Nov-19,916,58,811,332,9099,9891,108.7042532,894,6461,628,4625,700,276,Sunday,71,28,10
2019,11-Nov-19,524,34,673,230,9681,8341,86.15845471,235,6076,94,3902,419,408,Monday,81,27,10
2019,12-Nov-19,148,54,759,388,5489,7737,140.9546365,382,9936,348,1880,184,718,Tuesday,71,88,10
2019,13-Nov-19,222,11,364,155,3657,3290,89.96445174,165,9085,626,4020,928,487,Wednesday,89,31,10
2019,14-Nov-19,581,14,362,483,5541,5637,101.7325393,628,9671,260,3078,826,401,Thursday,86,59,10
2019,15-Nov-19,803,88,492,210,4923,8239,167.3573025,812,8719,268,2221,387,258,Friday,60,43,10
2019,16-Nov-19,721,35,789,430,4248,4552,107.1563089,891,8963,71,880,609,997,Saturday,84,23,10
2019,17-Nov-19,819,37,520,308,6053,8175,135.0569965,421,3981,229,1074,722,376,Sunday,56,72,10
2019,18-Nov-19,691,16,840,371,9296,8398,90.33993115,557,3820,239,1598,965,492,Monday,71,58,10
2019,19-Nov-19,518,69,920,257,3529,5830,165.202607,267,4320,931,2432,989,839,Tuesday,54,30,10
2019,20-Nov-19,931,57,795,316,6648,2913,43.81768953,628,4672,120,2558,114,761,Wednesday,84,95,10
2019,21-Nov-19,212,18,191,480,1304,4247,325.690184,691,4922,907,3291,264,352,Thursday,80,96,10
2019,22-Nov-19,819,26,744,279,1913,2289,119.6549922,645,1107,37,4787,528,242,Friday,30,98,10
2019,23-Nov-19,159,77,808,220,4589,6830,148.8341687,912,1619,46,1618,144,666,Saturday,75,67,10
2019,24-Nov-19,312,27,506,193,6432,1938,30.13059701,835,4534,973,1571,247,60,Sunday,55,77,10
2019,25-Nov-19,558,57,158,336,9399,5591,59.4850516,898,3078,233,4802,435,536,Monday,72,35,10
2019,26-Nov-19,656,100,309,162,1997,2523,126.3395093,733,4895,83,4636,950,275,Tuesday,27,64,10
2019,27-Nov-19,545,24,542,423,2154,1955,90.76137419,961,9637,427,4960,142,178,Wednesday,53,13,10
2019,28-Nov-19,679,85,439,491,6164,2924,47.4367294,320,6325,909,416,670,415,Thursday,17,11,10
2019,29-Nov-19,847,81,107,292,4778,7301,152.8045207,822,7120,693,396,496,29,Friday,12,24,10
2019,30-Nov-19,984,42,810,453,4592,3247,70.70993031,901,1847,319,3025,481,436,Saturday,62,80,10
2019,01-Dec-19,866,60,456,398,2698,2731,101.2231282,636,3198,477,1073,688,14,Sunday,23,75,10
2019,02-Dec-19,897,24,631,461,1542,6775,439.3644617,479,9550,200,3225,453,990,Monday,25,86,10
2019,03-Dec-19,519,33,222,207,8799,4202,47.75542675,982,2651,481,2027,875,844,Tuesday,61,99,10
2019,04-Dec-19,240,93,221,440,7935,8319,104.8393195,258,1696,135,336,847,174,Wednesday,44,73,10
2019,05-Dec-19,838,16,375,360,4774,3558,74.52869711,183,4380,501,3018,911,901,Thursday,81,39,10
2019,06-Dec-19,269,43,475,435,4822,9458,196.1426794,668,2059,493,872,128,319,Friday,62,32,10
2019,07-Dec-19,620,27,118,324,7384,3810,51.59804984,712,2330,770,3663,800,27,Saturday,60,88,10
2019,08-Dec-19,958,45,800,118,5829,9332,160.0960714,766,7213,791,1144,950,473,Sunday,63,31,10
2019,09-Dec-19,549,85,413,359,9046,7514,83.06433783,509,5190,723,2766,485,350,Monday,99,44,10
2019,10-Dec-19,576,86,619,297,5502,6954,126.3904035,467,9385,404,1316,644,452,Tuesday,43,81,10
2019,11-Dec-19,481,80,709,224,2086,9549,457.7660594,260,1623,941,1750,345,721,Wednesday,70,99,10
2019,12-Dec-19,902,59,504,235,3508,4044,115.2793615,252,6674,894,2920,851,248,Thursday,100,48,10
2019,13-Dec-19,211,67,485,101,8747,6309,72.1275866,898,6899,527,3956,815,578,Friday,65,78,10
2019,14-Dec-19,773,19,126,302,2119,2851,134.5445965,828,6006,532,2583,273,260,Saturday,38,60,10
2019,15-Dec-19,594,56,496,123,6008,4916,81.82423435,928,4755,643,3854,224,345,Sunday,32,81,10
2019,16-Dec-19,581,77,737,163,2305,4244,184.1214751,764,7193,701,4803,884,930,Monday,71,41,10
2019,17-Dec-19,953,78,918,440,9923,5356,53.97561221,789,9331,312,405,123,811,Tuesday,22,53,10
2019,18-Dec-19,111,29,875,173,6149,1561,25.38624167,431,5656,193,3872,377,416,Wednesday,25,37,10
2019,19-Dec-19,426,28,510,206,3518,8545,242.8936896,214,9760,358,3664,159,955,Thursday,77,81,10
2019,20-Dec-19,355,54,606,186,6719,9190,136.776306,355,1505,325,4743,988,846,Friday,89,25,10
2019,21-Dec-19,984,79,829,375,3966,6474,163.2375189,427,1275,498,2503,456,240,Saturday,57,87,10
2019,22-Dec-19,970,59,619,325,9243,5502,59.52612788,788,8883,75,837,517,22,Sunday,22,26,10
2019,23-Dec-19,222,86,878,494,4483,3580,79.85723846,778,1314,545,4881,308,345,Monday,38,46,10
2019,24-Dec-19,938,29,386,340,4367,5856,134.0966338,832,9023,988,4987,95,364,Tuesday,52,19,10
2019,25-Dec-19,952,39,101,420,1352,6801,503.0325444,938,9146,553,2777,752,367,Wednesday,94,45,10
2019,26-Dec-19,687,52,962,407,5596,8903,159.0957827,907,1669,182,1518,893,87,Thursday,76,63,10
2019,27-Dec-19,222,49,310,459,7900,2295,29.05063291,483,9908,484,3141,662,228,Friday,73,33,10
2019,28-Dec-19,744,26,603,334,3418,9894,289.4675249,916,5210,908,1009,750,673,Saturday,93,20,10
2019,29-Dec-19,852,73,347,348,6344,7817,123.2187894,968,6828,881,2098,908,290,Sunday,41,49,10
2019,30-Dec-19,285,97,998,442,1732,7348,424.2494226,283,7452,495,219,575,574,Monday,50,42,10
2019,31-Dec-19,485,12,540,342,9367,6969,74.39948756,693,8850,644,1445,29,952,Tuesday,24,48,10
2020,01-Jan-20,462,90,109,166,2009,1385,68.93977103,494,2806,316,1562,969,842,Wednesday,20,64,10
2020,02-Jan-20,798,48,945,490,7758,5469,70.49497293,126,7202,571,3606,27,64,Thursday,71,80,10
2020,03-Jan-20,403,15,615,383,5551,8146,146.7483336,113,2862,99,2458,431,465,Friday,57,28,10
2020,04-Jan-20,349,98,611,411,5075,5400,106.4039409,591,3676,809,2825,126,745,Saturday,93,56,10
2020,05-Jan-20,913,40,709,382,8841,9006,101.8663047,887,9890,541,521,767,975,Sunday,72,86,10
2020,06-Jan-20,697,54,893,378,9597,4017,41.85683026,476,8476,544,4505,532,29,Monday,75,10,10
2020,07-Jan-20,833,77,182,456,5445,1289,23.67309458,658,1419,435,3797,531,352,Tuesday,95,19,10
2020,08-Jan-20,920,58,108,464,5480,9005,164.3248175,261,6238,831,1674,857,196,Wednesday,33,33,10
2020,09-Jan-20,731,59,104,305,3069,1909,62.20267188,946,7411,13,4106,291,727,Thursday,12,15,10
2020,10-Jan-20,880,22,837,272,6357,9330,146.7673431,651,2120,753,2176,574,334,Friday,99,15,10
2020,11-Jan-20,726,19,886,422,3544,9410,265.5191874,269,2015,972,1534,415,696,Saturday,84,61,10
2020,12-Jan-20,369,63,773,132,5464,7311,133.8030747,348,5325,152,3069,555,762,Sunday,47,34,10
2020,13-Jan-20,418,44,622,318,4949,1901,38.41180036,340,3208,249,1330,873,770,Monday,88,14,10
2020,14-Jan-20,148,59,336,444,8171,8587,105.0911761,548,3770,818,1518,840,959,Tuesday,17,44,10
2020,15-Jan-20,968,41,279,140,8780,1084,12.34624146,799,5566,643,537,882,248,Wednesday,76,66,10
2020,16-Jan-20,712,41,596,450,3939,5261,133.5618177,722,5369,23,1097,548,766,Thursday,81,25,10
2020,17-Jan-20,526,71,790,450,3870,3771,97.44186047,347,6411,646,702,162,830,Friday,11,44,10
2020,18-Jan-20,564,19,749,474,1414,8196,579.6322489,343,4816,430,3041,395,319,Saturday,86,18,10
2020,19-Jan-20,232,20,606,373,1961,4310,219.7858236,601,7368,954,763,400,369,Sunday,29,13,10
2020,20-Jan-20,696,60,149,292,9455,3602,38.09624537,952,6547,504,1227,772,282,Monday,83,84,10
2020,21-Jan-20,878,67,287,199,4115,7579,184.1798299,410,1120,206,378,351,397,Tuesday,90,14,10
2020,22-Jan-20,825,66,788,190,1396,7344,526.0744986,587,4911,745,4167,914,160,Wednesday,75,59,10
2020,23-Jan-20,730,10,655,293,7526,8238,109.4605368,422,5438,447,2846,367,48,Thursday,83,72,10
2020,24-Jan-20,742,75,109,444,1605,2446,152.3987539,777,6684,506,3320,616,473,Friday,17,33,10
2020,25-Jan-20,223,73,148,483,6067,4133,68.12263062,699,6839,615,4623,691,710,Saturday,43,20,10
2020,26-Jan-20,950,58,446,231,2205,3377,153.1519274,134,6502,688,4550,294,17,Sunday,100,60,10
2020,27-Jan-20,314,63,562,172,7914,2516,31.79176144,367,3445,408,1960,788,437,Monday,77,35,10
2020,28-Jan-20,813,79,542,164,3395,6624,195.1104566,681,9667,649,1564,156,509,Tuesday,60,29,10
2020,29-Jan-20,947,49,976,369,9357,8085,86.40589933,972,2009,134,3980,937,48,Wednesday,37,81,10
2020,30-Jan-20,440,45,715,368,7353,8198,111.4919081,866,9864,933,2737,422,779,Thursday,60,87,10
2020,31-Jan-20,493,81,766,133,9431,1397,14.81285124,815,4808,20,3991,717,219,Friday,26,24,10
2020,01-Feb-20,902,18,884,177,9537,2805,29.41176471,568,9954,217,4430,184,14,Saturday,36,38,10
2020,02-Feb-20,899,69,101,108,8297,8413,101.3980957,209,3579,194,4259,135,985,Sunday,25,64,10
2020,03-Feb-20,322,35,584,184,8587,5930,69.05787819,984,9595,430,2628,630,10,Monday,22,82,10
2020,04-Feb-20,319,16,855,300,7308,6502,88.9709907,738,5795,925,1612,577,527,Tuesday,49,28,10
2020,05-Feb-20,802,53,668,375,2255,7433,329.6230599,681,5990,597,3727,639,975,Wednesday,22,96,10
2020,06-Feb-20,618,56,987,454,8100,6828,84.2962963,618,3500,933,3573,595,491,Thursday,48,64,10
2020,07-Feb-20,273,79,305,414,5491,8948,162.9575669,805,8501,822,4750,206,996,Friday,47,69,10
2020,08-Feb-20,925,28,937,328,1572,2958,188.1679389,140,5199,993,149,778,549,Saturday,63,24,10
2020,09-Feb-20,352,69,757,405,2688,3513,130.6919643,443,6228,70,544,715,708,Sunday,32,91,10
2020,10-Feb-20,600,75,648,349,1549,2083,134.4738541,775,4919,42,2324,605,609,Monday,39,11,10
2020,11-Feb-20,854,39,413,357,7002,6730,96.1153956,831,6594,35,2464,203,655,Tuesday,49,92,10
2020,12-Feb-20,596,86,562,388,9820,1028,10.46843177,384,1467,471,4317,457,55,Wednesday,10,76,10
2020,13-Feb-20,639,52,621,463,8786,7983,90.86045982,541,2103,873,2474,986,413,Thursday,70,70,10
2020,14-Feb-20,152,57,759,371,7750,1253,16.16774194,386,1922,711,3034,433,657,Friday,35,14,10
2020,15-Feb-20,574,22,228,132,2352,8618,366.4115646,417,7891,163,4067,112,53,Saturday,30,92,10
2020,16-Feb-20,579,49,563,361,5719,4113,71.91816751,394,8583,998,207,143,796,Sunday,80,23,10
2020,17-Feb-20,563,78,676,363,5152,1418,27.52329193,299,6971,14,889,434,328,Monday,67,99,10
2020,18-Feb-20,599,57,395,411,9235,8612,93.25392528,134,6500,389,1017,397,126,Tuesday,37,81,10
2020,19-Feb-20,371,77,102,222,3914,9020,230.4547777,697,3915,329,2079,180,797,Wednesday,83,73,10
2020,20-Feb-20,448,96,290,322,3945,4648,117.8200253,549,7329,184,4600,839,579,Thursday,62,99,10
2020,21-Feb-20,402,69,753,233,2621,3316,126.5165967,287,5873,513,968,954,281,Friday,61,74,10
2020,22-Feb-20,565,82,753,140,7533,9876,131.1031462,366,2221,46,1176,459,409,Saturday,42,15,10
2020,23-Feb-20,606,89,555,251,2610,3394,130.0383142,781,8437,203,2785,992,997,Sunday,60,10,10
2020,24-Feb-20,336,27,447,413,2308,1076,46.62045061,749,4927,189,854,809,829,Monday,84,92,10
2020,25-Feb-20,162,94,708,399,2485,6145,247.2837022,945,6188,27,3146,84,762,Tuesday,99,11,10
2020,26-Feb-20,756,36,159,285,7583,8017,105.7233285,767,5155,416,2427,398,984,Wednesday,47,85,10
2020,27-Feb-20,226,94,769,494,2705,9379,346.728281,816,4740,658,3570,90,847,Thursday,65,38,10
2020,28-Feb-20,742,49,987,445,8868,7704,86.87415426,362,7785,658,4945,322,249,Friday,42,36,10
2020,29-Feb-20,756,37,662,222,8375,5746,68.60895522,478,9849,254,2311,215,223,Saturday,67,47,10
2020,01-Mar-20,226,15,403,156,2633,8402,319.103684,364,8610,746,3808,433,956,Sunday,81,53,10
2020,02-Mar-20,275,37,809,112,7383,3351,45.38805364,310,8147,199,825,817,231,Monday,47,81,10
2020,03-Mar-20,361,23,882,450,8137,2196,26.98783335,254,3273,462,3828,834,176,Tuesday,73,22,10
2020,04-Mar-20,581,23,935,152,6008,7915,131.741012,881,7857,715,506,496,540,Wednesday,72,94,10
2020,05-Mar-20,907,19,594,162,2076,6383,307.4662813,793,6106,744,1666,517,500,Thursday,89,13,10
2020,06-Mar-20,670,55,873,185,3976,4117,103.5462777,906,4147,579,4090,822,716,Friday,40,38,10
2020,07-Mar-20,562,13,295,281,1460,1821,124.7260274,200,1545,107,4346,598,841,Saturday,29,33,10
2020,08-Mar-20,1000,31,312,204,9301,5418,58.25180088,943,3559,431,3208,742,200,Sunday,93,82,10
2020,09-Mar-20,693,50,749,300,5097,2477,48.59721405,989,3599,415,2256,873,597,Monday,54,36,10
2020,10-Mar-20,990,21,361,312,3975,5162,129.8616352,254,4086,433,4921,766,644,Tuesday,29,70,10
2020,11-Mar-20,438,11,533,408,7989,5195,65.026912,611,5946,811,1156,702,717,Wednesday,84,77,10
